,BlobID,Compound.Name,Library Name,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,Overlap_Class,Overlap_Class1,influence_type_1,influence_type_2,assigned_cluster_1,assigned_cluster_2
1322,1856,1128_1901_blob_1856,amz_lib_1128_1901,pinonic acid,403,431,1557.608696,1550,"Tetrahydrofuran-2-one, 3-[2-pentenyl]-4-methyl-",656,742,NA,C10H16O2,168,limonox_L_blob_627,492,537,1570,NA,Unclustered,NA,NA,NA,NA
430,1370,1213_2145_blob_1370,amz_lib_1213_2145,"beta-nocaryophyllonic acid, TMS",501,524,1986.577181,1985,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",653,662,NA,C14H31BO6Si2,362,limonox_S_blob_788,491,565,1989,NA,Common_Class,NA,NA,8,7
363,720,1216_0703_blob_720,amz_lib_1216_0703,C7 acid,461,500,2170.588235,NA,"Malic acid, 2TMS derivative",644,658,NA,C10H22O5Si2,278,apin_ox_S_blob_592,490,613,NA,NA,Unclustered,NA,NA,NA,NA
443,1228,1213_2145_blob_1228,amz_lib_1213_2145,"beta-caryophyllinic acid, TMS",570,590,2060.294118,2060,"4-Oxosebacic acid, 2TMS derivative",738,753,NA,C16H32O5Si2,360,limonox_S_blob_687,489,591,NA,NA,SeasonUnique,NA,NA,NA,7
445,1216,1213_2145_blob_1216,amz_lib_1213_2145,"beta-caryophyllinic acid, TMS",494,570,2063.235294,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",623,646,NA,C13H26BNO6Si,331,apin_ox_S_blob_592,489,645,NA,NA,SeasonUnique,NA,NA,NA,7
1264,786,1128_1901_blob_786,amz_lib_1128_1901,C7 acid,423,466,2563.478261,NA,"2-Mono-isobutyrin, 2TMS derivative",629,779,NA,C13H30O4Si2,306,limonox_S_blob_687,489,563,NA,NA,SeasonUnique,NA,NA,1,NA
1354,1589,1128_1901_blob_1589,amz_lib_1128_1901,C7 acid,350,370,1667.878788,NA,"DL-Proline, 5-oxo-",600,825,NA,C5H7NO3,129,limonox_S_blob_720,489,497,1675,NA,SeasonUnique,NA,NA,1,NA
1327,1795,1128_1901_blob_1795,amz_lib_1128_1901,"beta-caryophyllinic acid, TMS",574,600,2064.705882,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",641,673,NA,C13H26BNO6Si,331,bcp_ox_L_blob_609,488,523,2064,NA,Unclustered,NA,NA,NA,NA
643,957,1205_0335_blob_957,amz_lib_1205_0335,C7 acid,489,596,3421.978022,NA,"a-D-Mannopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",649,707,NA,C17H37BO6Si2,404,limonox_S_blob_701,487,578,NA,NA,Unclustered,NA,NA,NA,NA
366,631,1216_0703_blob_631,amz_lib_1216_0703,C7 acid,459,509,2189.705882,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",662,799,NA,C11H26O2Si2,246,limonox_S_blob_633,486,556,NA,NA,Unclustered,NA,NA,NA,NA
922,1351,1202_0046_blob_1351,amz_lib_1202_0046,C7 acid,415,526,2094.117647,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",670,715,NA,C13H26BNO6Si,331,limonox_S_blob_1216,486,604,2098,NA,SeasonUnique,NA,NA,4,NA
672,1100,1205_0335_blob_1100,amz_lib_1205_0335,"beta-nocaryophyllonic acid, TMS",345,489,1970.469799,1985,"1,2-Butadiene, 1,1,4-triphenyl-3-trimethylsilyl-4-trimethylsilyloxy-",580,728,NA,C28H34OSi2,442,bcp_ox_L_blob_678,485,544,1959,NA,Unclustered,NA,NA,NA,NA
1335,1728,1128_1901_blob_1728,amz_lib_1128_1901,C7 acid,449,488,2166.176471,NA,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,609,687,NA,C14H32O2Si,260,apin_ox_S_blob_751,485,557,NA,NA,Unclustered,NA,NA,NA,NA
1424,1280,1128_1901_blob_1280,amz_lib_1128_1901,C7 acid,429,513,2393.548387,NA,3-Dimethyl(trimethylsilylmethyl)silyloxypentadecane,671,745,NA,C21H48OSi2,372,apin_ox_S_blob_592,485,628,NA,NA,SeasonUnique,NA,NA,1,NA
873,865,1202_0046_blob_865,amz_lib_1202_0046,C7 acid,431,477,1858.108108,NA,"Dodecanoic acid, tricosafluoro-",546,638,NA,C12HF23O2,614,apin_ox_S_blob_751,484,556,NA,NA,SeasonUnique,NA,NA,3,NA
1472,1127,1128_1901_blob_1127,amz_lib_1128_1901,C7 acid,442,501,2406.956522,NA,"1,12-Dodecanediol, 2TMS derivative",643,682,NA,C18H42O2Si2,346,limonox_S_blob_687,484,569,NA,NA,SeasonUnique,NA,NA,1,NA
126,822,1221_0832_blob_822,amz_lib_1221_0832,C26 acid,658,669,3086.956522,3088,"9,12,15-Octadecatrienoic acid, 2-(acetyloxy)-1-[(acetyloxy)methyl]ethyl ester, (Z,Z,Z)-",665,720,NA,C25H40O6,436,bcp_ox_L_blob_18,483,529,NA,NA,SeasonUnique,NA,NA,4,NA
1230,883,1128_1901_blob_883,amz_lib_1128_1901,C7 acid,468,555,2333.870968,NA,"2-Oxooctanoic acid, TMS derivative",648,780,NA,C11H22O3Si,230,limonox_S_blob_687,483,584,NA,NA,SeasonUnique,NA,NA,1,NA
1272,753,1128_1901_blob_753,amz_lib_1128_1901,monostearin TMS,654,708,2794.392523,2788,"2-Oleoylglycerol, 2TMS derivative",729,772,2744,C27H56O4Si2,500,limonox_S_blob_633,483,603,NA,NA,SeasonUnique,NA,NA,1,NA
1392,1389,1128_1901_blob_1389,amz_lib_1128_1901,C7 acid,392,525,2204.83871,NA,"N,N'-o-Phenylenebis(5,5,5-trifluoro-4-oxopentan-2-iminato)nickel(II)",611,617,NA,C16H12F6N2NiO2,436,bcp_ox_L_blob_988,483,512,2192,NA,SeasonUnique,NA,NA,1,NA
310,1120,1221_0832_blob_1120,amz_lib_1221_0832,"beta-caryophyllonic acid, TMS",456,604,1948.993289,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",680,693,NA,C13H26BNO6Si,331,limonox_S_blob_847,482,628,1925,NA,Unclustered,NA,NA,NA,NA
1473,1126,1128_1901_blob_1126,amz_lib_1128_1901,C17 acid,324,401,2172.058824,2177,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",633,668,NA,C16H50O7Si8,578,limonox_L_blob_543,482,537,NA,NA,Common_Class,NA,NA,1,5
283,1206,1221_0832_blob_1206,amz_lib_1221_0832,C7 acid,456,525,2020.740741,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",658,693,NA,C18H34OSi,294,limonox_S_blob_687,481,576,NA,NA,SeasonUnique,NA,NA,7,NA
306,1130,1221_0832_blob_1130,amz_lib_1221_0832,"beta-nocaryophyllinic acid, TMS",502,586,2140.740741,2127,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",641,692,NA,C18H34OSi,294,limonox_S_blob_905,481,654,2120,NA,Common_Class,NA,NA,8,7
335,1033,1221_0832_blob_1033,amz_lib_1221_0832,C7 acid,367,497,1995.973154,NA,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",596,600,NA,C23H48O2Si2,412,limonox_S_blob_788,481,518,1989,NA,SeasonUnique,NA,NA,7,NA
786,1488,1202_1412_blob_1488,amz_lib_1202_1412,"beta-caryophyllonic acid, TMS",518,541,1928.85906,1931,"1,3-Dioxolo[4,5-c]pyran-7-ol, tetrahydro-2,2-dimethyl-4-methoxy-7-[5-(t-butyldimethylsilyloxy)-4-methyl-2-hexenyl-",630,649,NA,C22H42O6Si,430,limonox_S_blob_847,481,520,1925,NA,SeasonUnique,NA,NA,4,NA
763,1638,1202_1412_blob_1638,amz_lib_1202_1412,C7 acid,543,645,2352,NA,"9-Trimethylsilyloxydecanoic acid, trimethylsilyl ester",645,729,NA,C16H36O3Si2,332,limonox_S_blob_687,479,557,NA,NA,Common_Class,NA,NA,5,1
808,1341,1202_1412_blob_1341,amz_lib_1202_1412,"beta-nocaryophyllinic acid, TMS",443,567,2142.222222,2127,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",702,735,NA,C17H37BO6Si2,404,limonox_S_blob_905,479,716,2120,NA,SeasonUnique,NA,NA,3,NA
1500,1062,1128_1901_blob_1062,amz_lib_1128_1901,C7 acid,501,584,2654.205607,NA,"13-Docosenoic acid, (Z)-, TMS derivative",758,769,2609,C25H50O2Si,410,apin_ox_S_blob_751,479,596,NA,NA,SeasonUnique,NA,NA,1,NA
263,1296,1221_0832_blob_1296,amz_lib_1221_0832,C7 acid,457,522,2088.888889,NA,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",599,679,NA,C15H30O5Si,318,limonox_S_blob_1216,478,549,2098,NA,Unclustered,NA,NA,NA,NA
1247,836,1128_1901_blob_836,amz_lib_1128_1901,C7 acid,419,520,2530.434783,NA,"Pentadecanoic acid, glycerine-(1)-monoester, bis-O-trimethylsilyl-",710,819,2512,C24H52O4Si2,460,limonox_S_blob_633,478,654,NA,NA,SeasonUnique,NA,NA,1,NA
1413,1312,1128_1901_blob_1312,amz_lib_1128_1901,C7 acid,427,496,2497.391304,NA,"2-Mono-isobutyrin, 2TMS derivative",682,812,NA,C13H30O4Si2,306,limonox_S_blob_633,478,591,NA,NA,SeasonUnique,NA,NA,1,NA
101,877,1221_0832_blob_877,amz_lib_1221_0832,C28 acid,646,663,3289.655172,3291,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",665,690,NA,C18H34OSi,294,bcp_ox_L_blob_18,477,524,NA,NA,SeasonUnique,NA,NA,4,NA
277,1222,1221_0832_blob_1222,amz_lib_1221_0832,C7 acid,442,542,2010.37037,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",660,668,NA,C13H26BNO6Si,331,limonox_S_blob_788,477,608,1989,NA,Common_Class,NA,NA,4,7
355,849,1216_0703_blob_849,amz_lib_1216_0703,C7 acid,392,488,2089.705882,NA,"Pentitol, 3-desoxy-tetrakis-O-(trimethylsilyl)-",654,682,NA,C17H44O4Si4,424,limonox_S_blob_1216,475,518,2098,NA,SeasonUnique,NA,NA,5,NA
1397,1376,1128_1901_blob_1376,amz_lib_1128_1901,C7 acid,423,494,2725.233645,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",641,703,NA,C14H24O4,256,limonox_S_blob_633,475,597,NA,NA,SeasonUnique,NA,NA,1,NA
840,1106,1202_1412_blob_1106,amz_lib_1202_1412,"beta-nocaryophyllinic acid, TMS",471,497,2121.481481,2127,"2-2'-Diphenic acid, di(trimethylsilyl) ester",681,777,NA,C20H26O4Si2,386,limonox_S_blob_905,474,683,2120,NA,SeasonUnique,NA,NA,NA,7
1496,1076,1128_1901_blob_1076,amz_lib_1128_1901,pinonic acid,421,425,1545.652174,1550,"Propanamide, N,N-diisopropyl-3-trimethylsilyl-",602,653,NA,C12H27NOSi,229,myrc_ox_L_blob_609,474,534,1543,NA,Common_Class,NA,NA,1,7
1501,1056,1128_1901_blob_1056,amz_lib_1128_1901,C7 acid,486,537,2611.214953,NA,"9,12,15-Octadecatrienoic acid, 2,3-dihydroxypropyl ester, (Z,Z,Z)-",741,760,NA,C21H36O4,352,limonox_S_blob_687,474,553,NA,NA,SeasonUnique,NA,NA,1,NA
653,838,1205_0335_blob_838,amz_lib_1205_0335,C7 acid,442,549,3225.287356,NA,"2-Bromosebacic acid, 2TMS derivative",617,728,NA,C16H33BrO4Si2,424,limonox_S_blob_687,473,570,NA,NA,Unclustered,NA,NA,NA,NA
1165,670,1128_2052_blob_670,amz_lib_1128_2052,"beta-caryophyllinic acid, TMS",437,521,2047.407407,2060,"4,4-Dimethyl-3-(3-methylbut-3-enylidene)-2-methylenebicyclo[4.1.0]heptane",734,756,NA,C15H22,202,bcp_ox_L_blob_641,473,533,2030,NA,SeasonUnique,NA,NA,9,NA
1502,1052,1128_1901_blob_1052,amz_lib_1128_1901,C7 acid,322,483,1756.363636,NA,"Phthalic acid, 5-methylhex-2-yl ethyl ester",672,854,NA,C17H24O4,292,bcp_ox_L_blob_702,473,480,1761,NA,SeasonUnique,NA,NA,1,NA
1252,818,1128_1901_blob_818,amz_lib_1128_1901,C7 acid,514,645,2132.352941,NA,"Nandrolone, TMS derivative",608,655,NA,C21H34O2Si,346,limonox_S_blob_905,472,586,2120,NA,SeasonUnique,NA,NA,1,NA
374,1180,1216_0703_blob_1180,amz_lib_1216_0703,C7 acid,479,481,1309.331664,NA,"1-(2-Methoxy-1-methylethoxy)-2-propanol, TMS derivative",738,746,NA,C10H24O3Si,220,limonox_S_blob_643,471,515,1294,NA,Unclustered,NA,NA,NA,NA
761,1650,1202_1412_blob_1650,amz_lib_1202_1412,"linoleic Acid, TMS",460,592,2230.4,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",709,752,NA,C13H26BNO6Si,331,limonox_S_blob_687,471,634,NA,NA,SeasonUnique,NA,NA,3,NA
933,1249,1202_0046_blob_1249,amz_lib_1202_0046,C7 acid,471,618,2216.129032,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",692,702,NA,C28H50O4Si2,506,limonox_S_blob_687,471,618,NA,NA,SeasonUnique,NA,NA,3,NA
1491,1087,1128_1901_blob_1087,amz_lib_1128_1901,C7 acid,429,451,1907.38255,NA,"2-Hexyldecanol, TMS derivative",617,723,NA,C19H42OSi,314,limonox_S_blob_725,471,521,1893,NA,Common_Class,NA,NA,4,6
740,1884,1202_1412_blob_1884,amz_lib_1202_1412,C14 Diacid,591,616,2316.8,2317,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",681,725,NA,C13H26BNO6Si,331,limonox_S_blob_687,470,620,NA,NA,SeasonUnique,NA,NA,3,NA
944,1115,1202_0046_blob_1115,amz_lib_1202_0046,C7 acid,353,510,1657.317073,NA,"benzoic acid, 4-[[(trimethylsilyl)oxy]methyl]-, trimethylsilyl ester",669,783,NA,C14H24O3Si2,296,limonox_L_blob_543,470,531,NA,NA,Common_Class,NA,NA,5,7
1410,1331,1128_1901_blob_1331,amz_lib_1128_1901,C7 acid,344,376,1492.391304,NA,Hydroquinone bis(2-hydroxyethyl)ether,590,656,NA,C10H14O4,198,limonox_L_blob_624,470,481,1491,NA,SeasonUnique,NA,NA,7,NA
268,1273,1221_0832_blob_1273,amz_lib_1221_0832,C7 acid,451,542,2100.740741,NA,"Isoborneol, pentamethyldisilanyl ether",584,662,NA,C15H32OSi2,284,limonox_S_blob_905,469,603,2120,NA,Unclustered,NA,NA,NA,NA
1181,921,1128_1901_fb_add_blob_921,amz_lib_1128_1901_fb_add,C7 acid,389,464,1591.304348,NA,Yohimban-17-one,636,643,NA,C19H22N2O,294,limonox_S_blob_699,469,518,1585,NA,Common_Class,NA,NA,4,1
256,1370,1221_0832_blob_1370,amz_lib_1221_0832,C7 acid,455,522,2142.222222,NA,"Dodecanoic acid, 2,3-bis(acetyloxy)propyl ester",656,694,NA,C19H34O6,358,limonox_S_blob_687,468,548,NA,NA,Unclustered,NA,NA,NA,NA
1452,1184,1128_1901_blob_1184,amz_lib_1128_1901,C7 acid,294,341,1431.521739,NA,"(Z,Z)-3-Methyl-3H-cyclonona(def)biphenylene",675,730,NA,C18H14,230,limonox_S_blob_633,468,586,NA,NA,Common_Class,NA,NA,3,7
1243,845,1128_1901_blob_845,amz_lib_1128_1901,"linoleic Acid, TMS",591,608,2241.935484,2245,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",627,645,NA,C17H34B2O6Si,384,limonox_S_blob_687,467,600,NA,NA,SeasonUnique,NA,NA,1,NA
71,942,1221_0832_blob_942,amz_lib_1221_0832,C7 acid,523,549,1587.912088,NA,"Tripropylene glycol monomethyl ether, TMS derivative",717,796,NA,C13H30O4Si,278,limonox_S_blob_701,466,480,NA,NA,Common_Class,NA,NA,7,7
651,856,1205_0335_blob_856,amz_lib_1205_0335,FAME16 (Methyl Palmitate),743,814,1957.04698,1957,"Hexadecanoic acid, methyl ester",764,821,1926,C17H34O2,270,limonox_S_blob_708,466,496,1948,NA,Unclustered,NA,NA,NA,NA
765,1607,1202_1412_blob_1607,amz_lib_1202_1412,C7 acid,442,566,2164.444444,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",734,776,NA,C13H26BNO6Si,331,limonox_S_blob_687,466,636,NA,NA,SeasonUnique,NA,NA,3,NA
1435,1240,1128_1901_blob_1240,amz_lib_1128_1901,C7 acid,425,501,2504.347826,NA,"?-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",609,626,NA,C17H37BO6Si2,404,limonox_S_blob_687,466,564,NA,NA,SeasonUnique,NA,NA,1,NA
1443,1220,1128_1901_blob_1220,amz_lib_1128_1901,C7 acid,455,540,2304.83871,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",634,642,NA,C28H50O4Si2,506,limonox_S_blob_687,465,580,NA,NA,SeasonUnique,NA,NA,1,NA
1459,1160,1128_1901_blob_1160,amz_lib_1128_1901,C7 acid,484,569,2291.935484,NA,"Linoelaidic acid, trimethylsilyl ester",744,767,NA,C21H40O2Si,352,apin_ox_S_blob_595,465,577,2279,NA,SeasonUnique,NA,NA,1,NA
1429,1267,1128_1901_blob_1267,amz_lib_1128_1901,C7 acid,473,610,2842.424242,NA,"13-Retinoic acid, (Z)-, TMS derivative",624,632,NA,C23H36O2Si,372,limonox_S_blob_701,464,532,NA,NA,SeasonUnique,NA,NA,1,NA
1212,943,1128_1901_blob_943,amz_lib_1128_1901,C7 acid,340,495,1580.434783,NA,"4-tert-Butyl-2,6-diisopropylphenol",781,800,NA,C16H26O,234,limonox_S_blob_746,463,489,1576,NA,Common_Class,NA,NA,7,7
1214,933,1128_1901_blob_933,amz_lib_1128_1901,C7 acid,458,594,2894.949495,NA,"Perhydrobenzo[e]isoxazolo[2,3-b][1,2]oxazine-3-carboxamide,4-phenyl-8a-[(1,1,1-trimethylsilyl)oxy]",585,603,NA,C20H30N2O4Si,390,limonox_S_blob_687,463,624,NA,NA,SeasonUnique,NA,NA,1,NA
433,1291,1213_2145_blob_1291,amz_lib_1213_2145,C7 acid,452,565,2085.294118,NA,"1,12-Dodecanediol, 2TMS derivative",564,593,NA,C18H42O2Si2,346,limonox_S_blob_1216,462,574,2098,NA,Common_Class,NA,NA,8,7
1161,926,1128_2052_blob_926,amz_lib_1128_2052,"beta-nocaryophyllonic acid, TMS",458,505,1994.630872,1985,"Acetic acid, 3-hydroxy-6-isopropenyl-4,8a-dimethyl-1,2,3,5,6,7,8,8a-octahydronaphthalen-2-yl ester",690,765,NA,C17H26O3,278,limonox_S_blob_757,462,662,1967,NA,Common_Class,NA,NA,5,5
258,1340,1221_0832_blob_1340,amz_lib_1221_0832,C7 acid,408,456,2125.925926,NA,"Dodecanoic acid, 2,3-bis(acetyloxy)propyl ester",555,605,NA,C19H34O6,358,limonox_S_blob_905,461,510,2120,NA,Unclustered,NA,NA,NA,NA
370,1454,1216_0703_blob_1454,amz_lib_1216_0703,"linoleic Acid, TMS",437,520,2233.870968,2245,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",589,625,NA,C13H27Cl3O4Si2,408,limonox_S_blob_633,461,543,NA,NA,Unclustered,NA,NA,NA,NA
660,716,1205_0335_blob_716,amz_lib_1205_0335,levoglucosan,171,559,1754.878049,1726,"1-Aminocyclopropanecarboxylic acid, 2,6-di-t-butyl-4-methoxy-phenyl ester",621,706,NA,C19H29NO3,319,myrc_ox_L_blob_730,460,550,1742,NA,Unclustered,NA,NA,NA,NA
1016,1850,1129_1334_blob_1850,amz_lib_1129_1334,C8 acid,444,454,1276.022976,1280,"Cycloheptanol, TBDMS derivative",682,714,NA,C13H28OSi,228,apin_ox_S_blob_646,460,549,1255,NA,Unclustered,NA,NA,NA,NA
1421,1292,1128_1901_blob_1292,amz_lib_1128_1901,C7 acid,420,475,2764.485981,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",651,703,NA,C18H34OSi,294,limonox_S_blob_633,460,570,NA,NA,SeasonUnique,NA,NA,1,NA
252,1450,1221_0832_blob_1450,amz_lib_1221_0832,C7 acid,405,445,2177.777778,NA,"12-Methyl-E,E-2,13-octadecadien-1-ol",616,674,NA,C19H36O,280,apin_ox_S_blob_751,459,548,NA,NA,Unclustered,NA,NA,NA,NA
900,1673,1202_0046_blob_1673,amz_lib_1202_0046,"linoleic Acid, TMS",555,587,2243.548387,2245,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",677,722,NA,C13H26BNO6Si,331,limonox_S_blob_687,459,612,NA,NA,SeasonUnique,NA,NA,4,NA
1299,624,1128_1901_blob_624,amz_lib_1128_1901,"16-OH C16 Acid, TMS",494,508,2431.304348,2429,"11,14-Eicosadienoic acid, TMS derivative",723,822,NA,C23H44O2Si,380,limonox_S_blob_687,459,573,NA,NA,SeasonUnique,NA,NA,1,NA
1469,1136,1128_1901_blob_1136,amz_lib_1128_1901,phthalic acid,0,620,2459.130435,1714,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",590,646,NA,C16H50O7Si8,578,limonox_L_blob_543,458,523,NA,NA,Common_Class,NA,NA,1,5
815,1274,1202_1412_blob_1274,amz_lib_1202_1412,C7 acid,404,558,2007.407407,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,784,NA,C13H26BNO6Si,331,limonox_S_blob_788,457,624,1989,NA,SeasonUnique,NA,NA,3,NA
894,1765,1202_0046_blob_1765,amz_lib_1202_0046,p-anisic acid (4-methozybenzoic acid),681,757,1544.262295,1544,"p-Anisic acid, TMS derivative",678,773,1527,C11H16O3Si,224,limonox_S_blob_838,457,492,1551,NA,Unclustered,NA,NA,NA,NA
1018,1817,1129_1334_blob_1817,amz_lib_1129_1334,C7 acid,332,410,1978.52349,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",597,619,NA,C13H26BNO6Si,331,limonox_S_blob_788,457,546,1989,NA,Unclustered,NA,NA,NA,NA
1362,1534,1128_1901_blob_1534,amz_lib_1128_1901,C7 acid,453,533,2700.934579,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",625,703,NA,C18H34OSi,294,limonox_S_blob_687,457,569,NA,NA,SeasonUnique,NA,NA,1,NA
1210,955,1128_1901_blob_955,amz_lib_1128_1901,C7 acid,477,604,2317.741935,NA,"Perhydrobenzo[e]isoxazolo[2,3-b][1,2]oxazine-3-carboxamide,4-phenyl-8a-[(1,1,1-trimethylsilyl)oxy]",591,594,NA,C20H30N2O4Si,390,limonox_S_blob_687,456,600,NA,NA,SeasonUnique,NA,NA,1,NA
1009,2150,1129_1334_blob_2150,amz_lib_1129_1334,C7 acid,366,387,1273.171067,NA,"Isoborneol, pentamethyldisilanyl ether",644,675,NA,C15H32OSi2,284,apin_ox_S_blob_592,455,515,NA,NA,Unclustered,NA,NA,NA,NA
1236,869,1128_1901_blob_869,amz_lib_1128_1901,"beta-caryophyllonic acid, TMS",440,488,1924.832215,1931,"N-Acetyltyrosine, 2TMS derivative",673,701,NA,C17H29NO4Si2,367,limonox_S_blob_847,455,508,1925,NA,SeasonUnique,NA,NA,1,NA
659,738,1205_0335_blob_738,amz_lib_1205_0335,C7 acid,314,501,1808.053691,NA,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",681,737,NA,C14H25NO3Si,283,limonox_L_blob_644,454,481,1808,NA,Unclustered,NA,NA,NA,NA
1483,1106,1128_1901_blob_1106,amz_lib_1128_1901,C7 acid,468,536,2220.967742,NA,"Hexadecanoic acid, butyl ester",716,758,2188,C20H40O2,312,apin_ox_S_blob_751,454,563,NA,NA,SeasonUnique,NA,NA,4,NA
1240,858,1128_1901_blob_858,amz_lib_1128_1901,C7 acid,340,371,2094.117647,NA,"Hexanoic acid, 2-ethyl-, anhydride",621,810,NA,C16H30O3,270,bcp_ox_L_blob_989,453,456,2087,NA,Unclustered,NA,NA,NA,NA
1396,1379,1128_1901_blob_1379,amz_lib_1128_1901,phthalic acid,0,612,3134.782609,1714,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",626,676,NA,C16H50O7Si8,578,limonox_L_blob_543,452,515,NA,NA,Unclustered,NA,NA,NA,NA
250,1482,1221_0832_blob_1482,amz_lib_1221_0832,C7 acid,413,495,2019.259259,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",610,619,NA,C12H25FO2Si2,276,bcp_ox_L_blob_6,450,524,2001,NA,Unclustered,NA,NA,NA,NA
736,1933,1202_1412_blob_1933,amz_lib_1202_1412,C7 acid,397,529,2336,NA,"a-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",679,717,NA,C17H37BO6Si2,404,limonox_S_blob_687,450,614,NA,NA,Unclustered,NA,NA,NA,NA
368,579,1216_0703_blob_579,amz_lib_1216_0703,xanthone,85,239,1926.174497,1906,Homosalate,769,887,1904,C16H22O3,262,bcp_ox_L_blob_625,449,453,1920,NA,Unclustered,NA,NA,NA,NA
884,2020,1202_0046_blob_2020,amz_lib_1202_0046,"beta-caryophyllinic acid, TMS",540,596,2054.411765,2060,"Gibb-3-ene-1,10-dicarboxylic acid, 2,4a-dihydroxy-1-methyl-8-methylene-, 1,4a-lactone, 10-methyl ester, (1a,2?,4aa,4b?,10?)-",593,641,NA,C20H24O5,344,bcp_ox_L_blob_771,449,553,2035,NA,Unclustered,NA,NA,NA,NA
302,1144,1221_0832_blob_1144,amz_lib_1221_0832,C7 acid,440,510,2037.037037,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",616,645,NA,C13H26BNO6Si,331,limonox_S_blob_701,448,507,NA,NA,Unclustered,NA,NA,NA,NA
