Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1128_1901_blob_1316,0.000115168,0.697187476,0.127413545,0.040935366,0.294082079,0.449081987,-0.123153053,NA,NA,NA,NA,NA,NA,C7 acid,379,514,1979.865772,NA,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",621,638,NA,C23H48O2Si2,limonox_S_blob_757,575,648,1967,0.079951376,0.736752982,NA,0.340302404,0.509907429,0.869584622,0.676103258,0.534929584,0.597355525,0.823666456,0.223418427,0.341398301,NA,0.404337581,0.766559761,0.241023689,0.279456625,NYC,,,
1128_1901_blob_1312,4.52E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,427,496,2497.391304,NA,"2-Mono-isobutyrin, 2TMS derivative",682,812,NA,C13H30O4Si2,limonox_S_blob_633,478,591,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,A,,,
1128_1901_blob_1309,3.71E-05,0.262330598,-0.07893062,-0.385639676,-0.30963561,-0.081898311,-0.145237827,NA,NA,NA,NA,NA,NA,mannosan,476,491,1706.666667,1706,"1-Hexadecanol, 2-methyl-",607,618,NA,C17H36O,apin_ox_S_blob_677,537,584,1709,-0.537532124,0.564036754,NA,0,0.463605443,0.793664888,0.645294736,0.59031907,0.531858957,0.700988924,0.596249572,-1,NA,0.613681098,0.662214504,-0.044014514,0.569561314,NYC,,,
1128_1901_blob_1306,7.68E-05,0.468091205,0.166405184,-0.689088326,0.017520493,-0.054847857,-0.237808509,NA,NA,NA,NA,NA,NA,octadecanal,242,554,2086.764706,2056,"i-Propyl 6,9,12-hexadecatrienoate",692,723,NA,C19H32O2,bcp_ox_L_blob_989,599,657,2087,0,0.210370714,NA,0,-0.118387719,0.467327578,0.42050545,0.252841887,0.170105629,0.700154924,0.618441898,0,NA,0.868870613,1,0.118680452,0.633204801,NYC,,,
1128_1901_blob_1305,6.15E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,farnesol,556,594,1834.899329,1832,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",625,649,NA,C13H27Cl3O4Si2,limonox_L_blob_611,579,612,1835,-1,-1,NA,0,0,-1,-1,-1,-1,-1,1,-1,NA,0,-1,0,0,A,,,
1128_1901_blob_1301,1.17E-05,-0.029184047,0.753211578,0.015343943,0.489853472,0.300510216,0.373544328,NA,NA,NA,NA,NA,NA,C7 acid,535,614,2341.935484,NA,"Linoelaidic acid, trimethylsilyl ester",714,735,NA,C21H40O2Si,apin_ox_S_blob_751,509,600,NA,-0.822110425,0.628360332,NA,-1,0.748673638,0.492433929,0.314798436,0.308116251,0.159489218,-0.283853496,0.725270695,-0.974767771,NA,0,-1,1,0.842088273,NYC,,,
1128_1901_blob_1298,4.26E-05,-0.11427454,0.083403868,-0.195987893,-0.457489701,-0.239780372,-0.365155745,NA,NA,NA,NA,NA,NA,C7 acid,536,615,2157.352941,NA,"10-Heptadecenoic acid, (Z)-, TMS derivative",694,701,2126,C20H40O2Si,bcp_ox_L_blob_18,514,597,NA,-0.545776503,0.794207073,NA,0.878260912,0.931103357,0.615198941,0.237734359,0.236966179,0.17149373,0.31178816,0.236308662,-0.799471626,NA,-0.146550519,0.041684931,-0.308880061,0.140751331,NYC,,,
1128_1901_blob_1295,2.78E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mannosan,480,584,1696.969697,1706,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",613,646,NA,C14H30O2Si2,limonox_S_blob_923,560,600,1699,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1294,4.94E-05,0.355561709,0.659032232,-0.056857344,0.312553053,0.165556181,0.058564736,NA,NA,NA,NA,NA,NA,C7 acid,488,559,2544.347826,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",667,730,NA,C18H34OSi,limonox_S_blob_687,467,559,NA,-0.319946522,0.617245017,NA,0.505586261,0.299956112,0.439939634,0.449793775,0.233748191,0.60965273,0.245335755,0.002103937,-0.548488385,NA,0.917999674,-0.239098843,0.614784405,0.319184717,NYC,,,
1128_1901_blob_1292,3.25E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,420,475,2764.485981,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",651,703,NA,C18H34OSi,limonox_S_blob_633,460,570,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1285,0.00014032,NA,NA,NA,NA,NA,NA,-0.151417198,-0.018657105,0.353747301,0.468542406,0.50549553,0.80596452,C32,783,821,3259.770115,3259,"Eicosane, 7-hexyl-",749,791,NA,C26H54,limonox_S_blob_701,314,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,
1128_1901_blob_1284,7.51E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,395,495,2222.580645,NA,"N,N'-o-Phenylenebis(5,5,5-trifluoro-4-oxopentan-2-iminato)nickel(II)",583,588,NA,C16H12F6N2NiO2,limonox_S_blob_687,407,602,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1280,2.83E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,429,513,2393.548387,NA,3-Dimethyl(trimethylsilylmethyl)silyloxypentadecane,671,745,NA,C21H48OSi2,apin_ox_S_blob_592,485,628,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1279,0.000124248,0.986936741,0.371846844,0.156416106,0.299452843,0.520558317,0.511607267,-0.354813279,0.528524866,-0.794836183,-0.342827645,-0.347573971,-0.639021583,C7 acid,416,551,2214.516129,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,705,NA,C13H26BNO6Si,limonox_S_blob_687,440,583,NA,0.657557191,0.603368066,NA,0,1,0.583907097,0.780086375,0.807286282,0.8816619,0.787232751,0.681054409,0.878060011,NA,0,0.569559222,0,0.690786788,NYC,,,
1128_1901_blob_1276,3.48E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-Ketoglutaric acid, tri-TMS",366,387,1629.090909,1629,"1-Phenyl-3-buten-1-ol, TMS derivative",680,794,NA,C13H20OSi,apin_ox_S_blob_608,417,432,1630,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1274,0.000122604,0.467483512,0.448669403,0.528150411,0.401309084,0.64613477,-0.049966754,NA,NA,NA,NA,NA,NA,C7 acid,496,551,1672.727273,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",673,679,NA,C13H26BNO6Si,limonox_S_blob_720,634,659,1675,0.643830719,0.668134439,NA,0.37934451,0.36320902,0.875811712,0.497614751,0.521109121,0.46048015,0.672146397,0.731431801,0.487112884,NA,0.871261495,0.650713269,0.398525922,0.846806783,NYC,,,
1128_1901_blob_1269,0.000431083,0.696475073,0.306281654,0.002129447,0.260154766,0.320213512,-0.10439761,NA,NA,NA,NA,NA,NA,C7 acid,465,558,1910.067114,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",700,725,NA,C13H26BNO6Si,limonox_S_blob_1039,570,657,1903,-0.184079012,0.585625115,NA,0.348749973,0.273927623,0.474202732,0.6236774,0.504028833,0.675444173,0.454810779,0.03283648,0.186666,NA,0.111368327,0.174982787,0.388993866,0.281077741,NYC,,,
1128_1901_blob_1267,5.22E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,473,610,2842.424242,NA,"13-Retinoic acid, (Z)-, TMS derivative",624,632,NA,C23H36O2Si,limonox_S_blob_701,464,532,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1265,0.000220574,0.299663071,0.562666961,0.426960336,-0.168285135,0.242082656,-0.07260763,0.220993213,0.355659128,0.195371745,0.033753823,0.029180703,0.108346038,C7 acid,541,612,1630.30303,NA,"3-(5-Oxooxolan-2-yl)propanoic acid, TMS derivative",791,825,NA,C10H18O4Si,myrc_ox_L_blob_729,622,648,1634,0.74576178,0.217777865,NA,0.40465763,0.341967232,0.57724069,0.489960514,0.555619998,0.51411388,0.551411058,0.773119305,0.535643557,NA,0.190639531,0.475500346,0.744583235,0.571696786,NYC,,,
1128_1901_blob_1253,7.47E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pinic acid 2,469,503,1701.818182,1697,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",594,597,NA,C16H29NO5Si,limonox_S_blob_923,584,633,1699,0,1,NA,0,1,1,1,1,1,1,1,0,NA,0,0,0,1,NYC,,,
1128_1901_blob_1252,4.38E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,569,646,2554.782609,NA,"11-Eicosenoic acid, (E)-,TMS derivative",664,714,NA,C23H46O2Si,limonox_S_blob_687,519,616,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1248,0.000462772,0.390186396,0.305036629,0.639287622,0.539209887,0.828245056,0.241254927,NA,NA,NA,NA,NA,NA,C7 acid,492,590,1730.909091,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",591,593,NA,C28H50O4Si2,myrc_ox_L_blob_606,582,621,1723,0.013630631,0.831851618,NA,0.012717331,0.80965733,0.863883412,0.19541532,0.131907658,0.021400283,0.665234229,0.54138075,-0.326626415,NA,0.671338271,0.586225611,0.602491286,0.76716136,NYC,,,
1128_1901_blob_1240,4.70E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,425,501,2504.347826,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",609,626,NA,C17H37BO6Si2,limonox_S_blob_687,466,564,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1237,6.55E-05,0.625508019,0.649468067,-0.359413726,-0.028760847,0.115051728,-0.174153722,NA,NA,NA,NA,NA,NA,C23,415,588,2356.451613,2341,"2(3H)-Furanone, dihydro-5-tetradecyl-",779,794,NA,C18H34O2,apin_ox_S_blob_751,357,449,NA,1,0.73062576,NA,0,0.52111247,0.927262063,0.83981133,0.802460524,0.891657176,0.876990237,0.761223492,1,NA,0.948528342,0.953342594,0.00691994,0.721260742,NYC,,,
1128_1901_blob_1236,6.45E-05,0.194805306,0.359235139,0.240454419,0.290186638,0.314746824,0.198474329,NA,NA,NA,NA,NA,NA,C14 Diacid,485,539,2308.064516,2317,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",654,719,NA,C18H34OSi,apin_ox_S_blob_751,496,593,NA,-0.096496874,0.376887112,NA,-0.268302876,0.084479008,0.404880049,0.289598439,0.294716473,0.148075764,0.30937962,0.479963547,-0.287365048,NA,0.795516013,0.279457828,0.478314106,0.455703677,NYC,,,
1128_1901_blob_1234,1.31E-05,0.400333304,0.29335192,0.252767244,0.018265036,0.082328475,-0.219581644,NA,NA,NA,NA,NA,NA,C10 diacid (sebacic acid),327,493,1911.409396,1922,"Cobalt, (n5-2,4-cyclopentadien-1-yl)[n4-4,5-diethyl-1,2,2-trimethyl-3-(1-methylethenyl)-1-aza-2-sila-5-boracyclopent-3-ene]",594,637,NA,C17H29BCoNSi,limonox_S_blob_716,409,576,1911,1,0.301112092,NA,0,0.239717622,0.215102177,0.262264068,-0.777067463,0.228652164,0.317328973,0.252587258,1,NA,0,0,1,0.065549512,NYC,,,
1128_1901_blob_1228,2.00E-05,-0.539410953,-0.01550048,-0.106119092,0.201453862,0.101710788,0.262442455,NA,NA,NA,NA,NA,NA,C7 acid,433,525,1673.939394,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",638,642,NA,C16H29NO5Si,limonox_S_blob_720,609,638,1675,-0.714511118,0.371018265,NA,-1,0.074313388,0.055248827,-0.292569468,-0.159038669,-0.118208041,-0.840316178,-0.116310887,-0.969933631,NA,0,-0.905782831,0.049741985,0.28697113,NYC,,,
1128_1901_blob_1226,1.13E-05,0.199126847,-0.352502335,-0.971055732,-0.020796838,-0.996719274,0.997190614,NA,NA,NA,NA,NA,NA,phthalimide,0,479,2700.934579,1593,Octocrylene,809,819,NA,C24H27NO2,limonox_S_blob_687,255,347,NA,0,-0.449257509,NA,0,0,-0.891263517,1,0,0,-0.701064607,0.794418728,0,NA,0,0,-0.971400788,-0.888563905,NYC,,,
1128_1901_blob_1224,2.16E-05,-0.163835899,0.812307027,-0.238046504,0.513618403,0.15462572,-0.065244452,NA,NA,NA,NA,NA,NA,farnesol,470,523,1828.187919,1832,"2,5-Cyclohexadien-1-one, 3,5-dihydroxy-4,4-dimethyl-2-(1-oxopentyl)-",631,670,NA,C13H18O4,limonox_L_blob_611,538,596,1835,1,0.684306923,NA,0,0.170151131,0.451946201,0.252415865,0.3759595,0.57019518,-0.447524698,0.687744822,1,NA,0,0,0.637653084,0.674724056,NYC,,,
1128_1901_blob_1220,3.74E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,455,540,2304.83871,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",634,642,NA,C28H50O4Si2,limonox_S_blob_687,465,580,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1219,4.71E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,454,554,2757.009346,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",592,696,NA,C18H34OSi,limonox_S_blob_687,445,567,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1218,0.000211177,0.671642809,0.341454374,0.054597259,0.384340409,0.524148982,0.035571516,0.693679485,0.749517183,0.602763624,0.854127647,0.617395752,0.564870727,C7 acid,404,523,2107.352941,NA,Beclomethasone,613,625,NA,C22H29ClO5,limonox_S_blob_905,527,661,2120,-0.0967331,0.670863509,NA,0.430122893,0.408992322,0.62135809,0.537082127,0.449538717,0.520139599,0.624550127,0.198789356,0.191220451,NA,0.759735697,0.323913591,0.43520877,0.537005201,A,,,
1128_1901_blob_1215,3.86E-05,0.822126724,0.784471824,0.370679433,0.503464406,0.412250607,0.270939034,NA,NA,NA,NA,NA,NA,C7 acid,491,594,1705.454545,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",621,638,NA,C12H25FO2Si2,apin_ox_S_blob_704,738,774,1705,0.805403816,-0.118443556,NA,-0.338503607,-0.509267987,0.529572091,0.822250238,0.832697494,0.7375547,0.645811059,0.583080937,0.802067521,NA,0,0.91010669,1,0.555728359,NYC,,,
1128_1901_blob_1206,3.40E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,389,464,2152.941176,NA,"2-Octyldecanol, TMS derivative",752,775,NA,C21H46OSi,apin_ox_S_blob_751,405,539,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1203,6.30E-05,0.418602574,0.596878725,-0.111189855,-0.03886185,0.072206195,0.036973798,0.186250125,0.777441762,0.489181292,0.350501747,0.019237903,0.024811887,C7 acid,560,574,1550,NA,"Tripropylene glycol monomethyl ether, TMS derivative",821,847,NA,C13H30O4Si,apin_ox_S_blob_645,543,547,1545,0.419158665,0.230700717,NA,0.019955597,0.292887915,0.463232344,0.728642456,0.848955718,0.816051135,0.295157864,0.423158311,0.435988111,NA,0.264047828,0.232644405,0.304641209,0.499526357,NYC,,,
1128_1901_blob_1202,0.000180126,0.285186292,-0.031019649,0.275109735,0.501674431,0.669868506,0.226656817,-0.72097577,-0.78721764,-0.45711009,0.100006058,-0.916914859,-0.183874898,C7 acid,391,447,1677.575758,NA,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",686,859,1649,C13H22O3,bcp_ox_L_blob_668,595,602,1686,0.308773975,0.502683192,NA,-0.147315214,0.29402663,0.467309563,0.092062924,-0.014562706,0.358763362,0.229016288,0.428466355,0.743869004,NA,0.046019327,0.513323697,0.288049352,0.324802394,NYC,,,
1128_1901_blob_1191,0.000300132,0.750471586,0.533544805,0.410427485,-0.116415495,0.42877744,0.069375907,0.55402664,0.562632662,-0.080501632,-0.049509048,-0.199751692,-0.428774082,MBTCA,428,470,1774.545455,1776,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",615,620,NA,C13H26BNO6Si,limonox_L_blob_637,708,720,1774,0.691702726,0.229525297,NA,0.428747196,-0.111713057,0.652733305,0.620611989,0.614144463,0.617310869,0.629000972,0.490923949,0.681477517,NA,0.580221375,0.705330196,0.866240941,0.797252547,A,,,
1128_1901_blob_1189,3.76E-05,0.241545374,0.27950302,-0.498980316,0.210583825,0.683029616,-0.000390211,NA,NA,NA,NA,NA,NA,C24,303,426,2429.565217,2443,"Hexanedioic acid, bis(2-ethylhexyl) ester",749,827,2398,C22H42O4,limonox_S_blob_687,374,410,NA,-1,0.52592262,NA,-1,-1,0.744415805,0.272865504,0.162481259,0.01605277,0.614347999,0.516546533,-1,NA,0,0,0.416675318,0.618030701,NYC,,,
1128_1901_blob_1184,3.25E-05,0.277276837,0.574591005,0.275183169,0.050683879,0.302760797,-0.118974188,0.710724126,0.626414092,0.30516003,0.788309376,-0.30292518,-0.06679343,C7 acid,294,341,1431.521739,NA,"(Z,Z)-3-Methyl-3H-cyclonona(def)biphenylene",675,730,NA,C18H14,limonox_S_blob_633,468,586,NA,0.431964581,0.452490277,NA,0.884389375,0.407064577,0.468438486,0.533425226,0.682669873,0.744364273,0.091799158,0.656837911,0.043973799,NA,0.901396868,0.574826907,0.176040802,0.5738027,NYC,,,
1128_1901_blob_1180,4.86E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,galactosan,430,552,1688.484848,1684,"1,3-Butadiene, 1,1,2-trichloro-3-nitro-4,4-di(1-piperidyl)-",564,577,NA,C14H20Cl3N3O2,limonox_L_blob_554,507,562,1678,0,1,NA,0,1,1,1,1,1,1,1,0,NA,0,0,0,1,NYC,,,
1128_1901_blob_1176,0.000127759,0.693281708,0.263017236,0.384921975,0.52843169,0.515497884,-0.067270678,NA,NA,NA,NA,NA,NA,C7 acid,417,508,1966.442953,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",639,678,NA,C18H34OSi,bcp_ox_L_blob_678,570,582,1959,-0.032715137,0.843596591,NA,-0.00919389,0.662754632,0.704395126,0.573837852,0.409999926,0.545901204,0.638575656,0.258586197,0.330048929,NA,0.377067011,0.109384417,0.687726261,0.522546207,NYC,,,
1128_1901_blob_1174,0.000123499,0.527361749,0.531179271,-0.004543574,-0.233592131,0.047854025,-0.189678804,0.45177732,0.523099476,-0.117698583,-0.105146957,-0.09291173,-0.294523578,C7 acid,502,556,1540.217391,NA,"3,7,11,15,18-Pentaoxa-2,19-disilaeicosane, 2,2,19,19-tetramethyl-",643,702,NA,C17H40O5Si2,myrc_ox_L_blob_660,617,670,1549,0.461463576,-0.044361468,NA,0.42935046,0.333388961,0.288881668,0.662291157,0.809749881,0.761795252,0.537685155,0.697958953,0.45350511,NA,0.109939827,0.251536003,0.552457996,0.443126612,NYC,,,
1128_1901_blob_1169,0.000364702,0.104661333,-0.041558623,-0.362769252,0.117680642,-0.158391118,-0.010922578,0.115894817,-0.092163741,-0.002523449,0.156465046,-0.041694988,0.095026071,ionone,0,512,1928.85906,1449,"Bayer 28,589",750,793,NA,C14H21NO3,bcp_ox_L_blob_890,501,583,1947,0.094850525,0.040431112,NA,-1,-0.082014313,0.301611113,0.384276212,0.556404672,0.653468223,0.144622206,0.110331964,-0.074109465,NA,0.091641316,0.731340836,-0.033952916,0.323325789,NYC,,,
1128_1901_blob_1165,1.46E-05,-0.068236965,-0.442615779,0.316164943,0.781732835,0.618596228,-0.547240763,NA,NA,NA,NA,NA,NA,C7 acid,348,369,1678.787879,NA,1-Chloromethyl-1-isopropoxy-1-silacyclohexane,624,719,NA,C9H19ClOSi,myrc_ox_L_blob_812,525,569,1676,-0.967323462,0.84463458,NA,0,1,0.678581221,-0.13980171,-0.145380932,0.473221062,0.271236465,0.230281499,-0.540038805,NA,0,-1,1,0.755274064,NYC,,,
1128_1901_blob_1161,0.000305878,0.768673111,0.388281164,0.610968522,0.363498195,0.735510003,0.157228374,0.480464188,0.751541774,0.399344573,0.123583261,0.424350333,-0.175103938,C7 acid,423,555,2222.580645,NA,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",621,659,NA,C22H42S2Si,limonox_S_blob_687,429,570,NA,0.175204756,0.581763767,NA,-0.154693149,0.200172938,0.7490287,0.545780402,0.525237379,0.418032698,0.886443147,0.5615394,0.120388509,NA,0.480383979,0.863568428,0.319051899,0.57816151,NYC,,,
1128_1901_blob_1160,1.11E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,484,569,2291.935484,NA,"Linoelaidic acid, trimethylsilyl ester",744,767,NA,C21H40O2Si,apin_ox_S_blob_595,465,577,2279,-1,-1,NA,0,-1,-1,1,1,1,-1,-1,-1,NA,0,0,0,-1,NYC,,,
1128_1901_blob_1159,4.22E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,502,611,2097.058824,NA,"Palmitelaidic acid, TMS derivative",719,794,NA,C19H38O2Si,apin_ox_S_blob_751,511,642,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1158,0.000430127,0.594740735,0.180797409,0.623786271,0.393568584,0.612856518,0.067862031,0.328466007,0.433085595,-0.131136163,-0.33540685,0.383506673,-0.144730105,C7 acid,488,570,1730.909091,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",681,701,NA,C15H30O4Si,limonox_S_blob_593,648,650,1732,0.462204566,0.501387136,NA,-0.064930638,0.365370914,0.702578733,0.407618826,0.37447118,0.271843629,0.810764602,0.348554552,0.432898579,NA,0.594722387,0.54567674,0.25515738,0.481589182,NYC,,,
1128_1901_blob_1156,0.000316768,0.617723965,0.452192063,0.493592542,0.101012142,0.418565807,-0.137740005,0.318599187,0.51420597,0.038776485,-0.156297069,-0.101374409,-0.240463182,"2-Ketoglutaric acid, tri-TMS",469,516,1623.030303,1629,"D-(-)-Erythrose, tris(trimethylsilyl) ether, ethyloxime (isomer 1)",636,680,NA,C15H37NO4Si3,apin_ox_S_blob_608,685,705,1630,0.4867205,0.424514226,NA,0.485704858,0.36824543,0.762181941,0.655663437,0.67231922,0.486765471,0.804802763,0.780367515,0.430757928,NA,0.471555147,0.480432081,0.748770539,0.749382069,NYC,,,
1128_1901_blob_1155,6.19E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,454,540,1660.606061,NA,Heptanoylglycine tms,678,722,NA,C12H25NO3Si,myrc_ox_L_blob_630,538,552,1652,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NYC,,,
1128_1901_blob_1153,0.000185821,0.303795658,0.589879905,0.107142162,-0.113607989,-0.097082951,-0.286841804,0.361687882,0.23932863,-0.176583072,-0.319537847,-0.101996584,-0.52311484,Me-OH-glutatric acid,467,569,1608.484848,1623,"5-Trimethylsilyloxy-n-valeric acid, trimethylsilyl ester",671,735,NA,C11H26O3Si2,limonox_S_blob_730,625,686,1595,0.868889782,0.092674197,NA,0.431324891,0.919723773,0.566726139,0.643699139,0.687474923,0.653610343,0.307418927,0.317521293,0.902609935,NA,-0.337219754,0.250570209,0.999088291,0.048387181,NYC,,,
1128_1901_blob_1147,0.000144943,0.266345489,0.108391682,0.055392566,0.03129076,0.171207126,-0.311692985,0.338399209,0.459244,0.221191987,-0.056278171,-0.135628646,-0.293975077,C7 acid,401,471,1575,NA,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",604,825,NA,C19H40O5Si3,myrc_ox_L_blob_657,554,564,1582,0.442610149,0.379999956,NA,0.359423617,0.886202704,0.79120067,0.62928233,0.750910483,0.825529002,0.864704097,0.800994293,0.462815205,NA,0,0.083595586,0,0.691163743,NYC,,,
1128_1901_blob_1146,2.32E-05,0.460120347,0.457417582,-0.485402475,-0.161631513,-0.237480915,-0.177020938,NA,NA,NA,NA,NA,NA,"hexadecanol, TMS",471,798,1954.362416,1989,"2-Hexyldecanol, TMS derivative",767,784,NA,C19H42OSi,limonox_S_blob_708,417,507,1948,-0.360280576,0.005098823,NA,0.695431709,-0.281171388,-0.094802147,0.540345321,0.329098581,0.462020388,-0.035005662,0.062449947,-0.540252844,NA,0.769060356,-0.147675601,0.148178361,0.018924516,NYC,,,
1128_1901_blob_1144,2.91E-05,0.185941783,-0.196993881,0.414596527,-0.814217449,-0.907184009,-0.772370517,NA,NA,NA,NA,NA,NA,C7 acid,395,536,1643.636364,NA,"trans-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",568,656,NA,C14H28O4Si2,apin_ox_L_blob_587,543,604,1637,0,0.687817117,NA,0,0.755089425,0.782662192,0.348998725,0.478837102,0.152317698,0.32183758,-0.171519596,0,NA,-1,0,-9.96E-05,-0.577269753,NYC,,,
