Compound.Name,cumsum_ISnormnorm,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber,A1,BB1,BB2,BB3,BB4,BB5,ISOP1,ISOP2,ISOP3,MT1,MT2,MT3,SQT1,SQT2,SQT3,SQT4,SQT5,man_cat2,man_cat2_alternate,man_cat2_certainty,man_cat2_notes,man_cat1,man_cat1_alternate,man_cat1_certainty,man_cat1_notes
1128_1901_blob_933,1.02E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,458,594,2894.949495,NA,"Perhydrobenzo[e]isoxazolo[2,3-b][1,2]oxazine-3-carboxamide,4-phenyl-8a-[(1,1,1-trimethylsilyl)oxy]",585,603,NA,C20H30N2O4Si,390,limonox_S_blob_687,463,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_930,5.61E-05,0.9194241,0.896529308,-0.494102735,-0.355380608,-0.507137848,-0.452431187,NA,NA,NA,NA,NA,NA,C7 acid,573,654,1859.060403,NA,"9-Tetradecenoic acid, (E)-, TMS derivative",773,845,NA,C17H34O2Si,298,limonox_S_blob_649,588,625,1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_922,7.74E-05,0.247617055,0.351777006,-0.489823455,-0.232884397,-0.203271236,-0.092428101,NA,NA,NA,NA,NA,NA,C7 acid,413,501,1888.590604,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",686,726,NA,C13H26BNO6Si,331,limonox_S_blob_725,566,619,1893,1,1,NA,1,1,1,1,1,1,1,1,1,0,NA,0,0,1,NYC,,,,,,,
1128_1901_blob_919,6.92E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,540,617,2329.032258,NA,"11,14-Eicosadienoic acid, TMS derivative",669,730,NA,C23H44O2Si,380,apin_ox_S_blob_751,527,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_917,0.000243165,0.16340111,0.232303407,-0.257162532,-0.014700164,-0.012915816,-0.030505222,-0.11635712,-0.426156068,0.18827809,0.733517416,0.859614153,0.757765894,C7 acid,592,664,2580.869565,NA,"Heneicosanoic acid, TMS derivative",752,765,2534,C24H50O2Si,398,limonox_S_blob_687,543,614,NA,-0.093889013,0.943260435,NA,0.84346695,0.918419679,0.779380834,0.055018455,0.080341486,-0.046533254,-0.230601114,0.041178936,-0.146574188,0.182674156,NA,0,0.110907381,-0.107550099,NYC,,,,,,,
1128_1901_blob_912,8.87E-05,0.534365838,0.631046826,0.082473865,0.029790238,0.068807641,-0.053029862,NA,NA,NA,NA,NA,NA,C7 acid,370,376,1408.695652,NA,"1,2,4,5-Tetrazine, 1,4-diethylhexahydro-",600,785,NA,C6H16N4,144,bcp_ox_L_blob_614,416,460,1418,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_911,0.000133099,0.698211783,0.601981116,0.378723476,0.161191241,0.453549877,0.198539304,0.823192354,0.82342195,-0.162430412,-0.114377988,0.70044941,-0.072783163,C7 acid,476,533,1509.782609,NA,"Cyclohexanemethanol, 1,6-dimethyl-2-[(2-trimethylsilyl)ethoxymethoxy]-, [1R-(1a,2a,6ﬂ)-",642,653,NA,C15H32O3Si,288,limonox_S_blob_707,618,626,1515,0.747255906,0.735174698,NA,0.748220973,0.491977198,0.921574086,0.889685051,0.909884065,0.869901648,0.864265177,0.739204103,0.700104748,0,NA,1,0.999497894,0.87225018,NYC,,,,,,,
1128_1901_blob_906,0.000289932,0.681533963,0.05901216,0.44652495,-0.00504996,0.370991041,-0.176598236,0.252214483,0.502430364,-0.168773038,-0.266904093,-0.164064629,-0.378137082,levoglucosan,473,537,1734.545455,1726,"3-Hydroxyhex-2-enedioic acid, trimethylsilyl ether, bis(trimethylsilyl) ester",644,651,NA,C15H32O5Si3,376,apin_ox_L_blob_553,592,648,1726,0.14371512,0.115905848,NA,0.342496592,0.308405437,0.623388783,0.583875664,0.697841794,0.308753911,0.853989436,0.554252722,0.303381574,0.675894494,NA,0.398626893,0.954163367,0.593986678,NYC,,,,,,,
1128_1901_blob_903,7.73E-05,0.401691423,0.41709248,0.334753344,-0.044058774,0.184329478,-0.058319266,0.75837624,0.562221281,0.065743724,0.26882789,0.336874404,-0.072894469,pinonic acid,577,594,1547.826087,1550,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",655,673,NA,C15H30O4Si,302,myrc_ox_L_blob_609,650,669,1543,0.704346002,0.577025114,NA,0.842586706,0.497980416,0.681358672,0.69844676,0.719156844,0.780398403,0.620375284,0.658307315,0.647016311,0,NA,1,0,0.703388354,NYC,,,,,,,
1128_1901_blob_901,0.000112681,0.514732502,0.808928713,0.524820468,0.163558538,0.697217112,0.295966336,NA,NA,NA,NA,NA,NA,C7 acid,458,527,1582.608696,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",602,621,NA,C14H28O4Si2,316,apin_ox_L_blob_556,776,796,1582,0,1,NA,0,1,1,1,1,1,1,1,0,0,NA,0,0,1,NYC,,,,,,,
1128_1901_blob_900,1.29E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,580,675,2141.176471,NA,"9-Tetradecenoic acid, (E)-, TMS derivative",660,757,NA,C17H34O2Si,298,limonox_S_blob_687,524,618,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_897,0.000154742,0.070962169,0.123546947,-0.054894537,-0.092644139,0.368130286,0.333561115,NA,NA,NA,NA,NA,NA,C7 acid,346,503,2362.903226,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",625,640,NA,C12H10ClN3S,263,limonox_S_blob_687,349,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_896,0.000344204,0.78957705,0.61561686,0.47730253,0.371949739,0.69253893,0.458508407,0.708596986,0.40256848,-0.007828088,0.120484226,0.255035543,-0.049037402,C7 acid,394,521,1793.939394,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",622,641,NA,C16H37BO6Si3,420,myrc_ox_L_blob_727,582,682,1774,0.540428361,0.573180114,NA,0.738230691,0.590913459,0.794541891,0.588874506,0.716172598,0.717364602,0.693586747,0.36397437,0.659673732,0.77594496,NA,0.66668247,0.831736723,0.747281671,NYC,,,,,,,
1128_1901_blob_895,6.18E-05,0.641222337,0.586350947,0.174753796,0.148464213,0.31403497,-0.167207667,NA,NA,NA,NA,NA,NA,C7 acid,502,570,2150,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,681,NA,C13H26BNO6Si,331,limonox_S_blob_687,510,604,NA,1,1,NA,0,0,1,1,1,1,1,1,1,0,NA,0,0,1,NYC,,,,,,,
1128_1901_blob_889,0.000307651,0.499419636,0.133567194,0.020185528,0.316811346,0.121583859,0.076670282,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",480,670,1908.724832,1931,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",629,649,NA,C12H25FO2Si2,276,bcp_ox_L_blob_23,565,628,1891,0,1,NA,1,1,1,1,1,1,1,1,0,0,NA,0,0,1,NYC,,,,,,,
1128_1901_blob_883,6.49E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,468,555,2333.870968,NA,"2-Oxooctanoic acid, TMS derivative",648,780,NA,C11H22O3Si,230,limonox_S_blob_687,483,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_880,7.22E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,squalene,486,846,2828.282828,2868,"Docosa-2,6,10,14,18-pentaen-22-al, 2,6,10,15,18-pentamethyl-, all-trans",793,804,NA,C27H44O,384,apin_ox_S_blob_592,304,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_879,2.27E-05,0.792223153,0.815730593,-0.10799347,0.467585242,0.297489038,0.10420747,NA,NA,NA,NA,NA,NA,C7 acid,451,472,1359.74242,NA,"Citronellol, TMS derivative",711,715,1308,C13H28OSi,228,apin_ox_S_blob_581,876,879,1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_878,0.000127949,0.661261783,0.501158567,-0.306175054,0.086791842,0.029891456,-0.094882468,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",584,589,1936.912752,1931,"a-D-Mannofuranoside, 1-O-decyl-",637,665,NA,C16H32O6,320,apin_ox_S_blob_751,506,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_871,4.63E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,455,479,2362.903226,NA,"10-Pentadecen-1-ol, (Z)-, TMS derivative",781,826,NA,C18H38OSi,298,apin_ox_S_blob_751,504,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_870,0.000112625,0.159327819,0.439753273,-0.164240504,0.098599013,0.099076894,-0.080104118,0.559852953,0.323407883,-0.063549179,0.184403516,0.843763953,0.700388947,C16 Acid,492,580,2091.176471,2078,"1-Heptadecanol, TMS derivative",843,855,2054,C20H44OSi,328,apin_ox_S_blob_557,460,499,2078,1,0.748893175,NA,0.81364922,0.38120777,0.669680911,0.659566057,0.449577866,0.674647619,0.504749965,0.790383554,1,0,NA,0,-0.930894573,0.726969473,NYC,,,,,,,
1128_1901_blob_869,7.30E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",440,488,1924.832215,1931,"N-Acetyltyrosine, 2TMS derivative",673,701,NA,C17H29NO4Si2,367,limonox_S_blob_847,455,508,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,,,,,,,
1128_1901_blob_868,8.07E-05,-0.179976551,0.751613744,0.550477382,0.492868823,0.637548741,0.288925844,NA,NA,NA,NA,NA,NA,"cis-Vaccenic Acid, TMS",399,401,2262.903226,2259,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",627,655,NA,C12H10ClN3S,263,bcp_ox_L_blob_18,352,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_860,0.000205401,0.394976494,0.273637877,-0.032669509,0.172705633,0.083952607,-0.027440565,NA,NA,NA,NA,NA,NA,C7 acid,406,476,1865.771812,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",650,662,NA,C13H26BNO6Si,331,limonox_S_blob_649,589,623,1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_859,0.000126038,0.527903182,0.70197781,0.285023014,0.068698616,0.184470293,-0.111631811,NA,NA,NA,NA,NA,NA,C7 acid,383,472,1727.272727,NA,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",564,598,NA,C12H10ClN3S,263,apin_ox_L_blob_525,856,866,1732,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_854,0.000209836,0.305051793,0.619038589,-0.165166911,0.17662507,0.063126071,0.466875128,0.005151396,-0.220074943,0.12158673,0.883306391,0.864871009,0.845153459,C23,828,836,2340.322581,2341,"Eicosane, 7-hexyl-",814,816,NA,C26H54,366,bcp_ox_L_blob_1289,61,484,2265,-0.070073805,0.872182768,NA,0.56968932,0.711557614,0.833224662,0.23453331,0.245520354,0.077232782,-0.075332434,0.561566759,-0.067052335,-0.041775086,NA,0.719846685,0.312527127,0.404448465,NYC,,,,,,,
1128_1901_blob_853,1.12E-05,0.542177236,0.998434627,-0.432255591,-0.408905569,-0.435606566,-0.438023883,NA,NA,NA,NA,NA,NA,C7 acid,526,585,2412.173913,NA,"5,8,11-Eicosatrienoic acid, (Z)-, TMS derivative",807,820,2371,C23H42O2Si,378,limonox_S_blob_687,499,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_845,1.27E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",591,608,2241.935484,2245,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",627,645,NA,C17H34B2O6Si,384,limonox_S_blob_687,467,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_844,5.63E-05,0.022714963,0.625982721,0.123427352,0.415845826,-0.13831866,-0.252421983,NA,NA,NA,NA,NA,NA,C7 acid,358,568,1573.913043,NA,"2,6-Bis(trimethylsilylmethyl)pyridine",589,618,NA,C13H25NSi2,251,limonox_S_blob_746,405,484,1576,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_843,0.000254538,0.059261234,0.528627468,-0.183368894,0.041873536,-0.087643318,0.355057388,-0.109221947,-0.377881807,0.467293378,0.762206007,0.51062073,0.631607447,C24,809,812,2441.73913,2443,"Pentadecane, 8-hexyl-",835,844,NA,C21H44,296,myrc_ox_L_blob_655,0,606,1611,-0.277753782,0.543683206,NA,0.180443763,0.252350121,0.444472102,0.158410221,0.178903868,0.169068768,-0.201544646,0.513730772,-0.536441902,1,NA,1,0.367985333,0.549464927,NYC,,,,,,,
1128_1901_blob_836,8.77E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,419,520,2530.434783,NA,"Pentadecanoic acid, glycerine-(1)-monoester, bis-O-trimethylsilyl-",710,819,2512,C24H52O4Si2,460,limonox_S_blob_633,478,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_826,0.000421316,0.244917068,0.240175949,0.320187017,0.5159869,0.498856342,0.154989958,-0.088505915,-0.320003003,-0.005189499,0.601607406,0.678424064,0.613925871,"cis-Vaccenic Acid, TMS",626,659,2262.903226,2259,"10,12-Docosadiynedioic acid, 2TMS derivative",646,656,NA,C28H50O4Si2,506,myrc_ox_L_blob_569,498,598,2275,-0.126334604,0.785848351,NA,0.712135372,0.766981286,0.575835825,0.433782663,0.374624848,0.052027705,-0.029023829,0.308429516,-0.095839033,-0.030283315,NA,0.277515928,0.316816934,0.159461959,NYC,,,,,,,
1128_1901_blob_825,0.000314332,-0.189313341,-0.237994444,0.149765979,-0.316727845,0.08288595,0.24909786,-0.045481148,-0.29979069,0.038679125,0.521274449,0.703951839,0.812558308,C28,826,835,2850.505051,2852,"Eicosane, 7-hexyl-",820,826,NA,C26H54,366,myrc_ox_L_blob_655,0,583,1611,-0.180773362,0.729885346,NA,0.582355895,0.687079006,0.600921226,0.145687569,0.111760469,-0.137771814,-0.110407437,0.028693777,-0.208461926,0.099299132,NA,-1,0.145503804,0.083406842,NYC,,,,,,,
1128_1901_blob_820,5.57E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tridecanal,0,581,2285.483871,1537,"Pyrrolo[1,2-a]pyrazine-3-propanamide, 2,3,6,7,8,8a-hexahydro-1,4-dioxo-",647,688,NA,C10H15N3O3,225,limonox_S_blob_914,0,511,1788,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_819,5.20E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beta-caryophyllonic acid, TMS",42,626,1994.630872,1931,"(E,E)-7,11,15-Trimethyl-3-methylene-hexadeca-1,6,10,14-tetraene",750,816,NA,C20H32,272,bcp_ox_L_blob_813,560,562,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_818,1.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,514,645,2132.352941,NA,"Nandrolone, TMS derivative",608,655,NA,C21H34O2Si,346,limonox_S_blob_905,472,586,2120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_814,8.41E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,448,579,3158.695652,NA,2-Ketoadipic acid eo-tbdms,606,632,NA,C20H41NO5Si2,431,limonox_S_blob_687,424,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_811,9.43E-05,0.530266961,0.627939169,0.214098529,0.277333807,0.373999248,0.086560796,0.997692961,0.940549238,0.15959307,-0.929722247,0.930679879,-0.757073404,ketopinic acid,480,481,1531.521739,1530,"t-Butyl(4,5-dihydrofuran-2-yl)dimethylsilane",565,586,NA,C10H20OSi,184,limonox_L_blob_574,855,857,1530,0.675319165,0.882362038,NA,0.882925582,-1,0.967292498,0.984373738,0.99866599,0.668775702,0.792967375,-0.011832365,0.547171287,0,NA,0,0,0.233871267,NYC,,,,,,,
1128_1901_blob_806,1.45E-05,NA,NA,NA,NA,NA,NA,-0.502669903,0.426967478,0.990041845,0.995736497,0.655729222,0.499055268,"linoleic Acid, TMS",379,518,2233.870968,2245,"Hexadecane-1,2-diol, 2TMS derivative",799,855,NA,C22H50O2Si2,402,limonox_S_blob_633,493,649,NA,1,0.926132589,NA,0.910884583,0.929418013,0.587928186,0.983484733,0.981075595,-0.883566241,-0.516905105,0.381592546,0,0,NA,0,0.846853989,-0.409880364,NYC,,,,,,,
1128_1901_blob_802,0.000818256,0.773963523,0.433247089,0.565929045,0.290955914,0.619586857,0.010217663,0.40264085,0.431611186,0.130809709,-0.145079604,-0.071036649,-0.081036247,C7 acid,378,437,1595.652174,NA,"ﬂ-D-Glucopyranoside, methyl-4-O-decyl-",609,613,NA,C17H34O6,334,myrc_ox_L_blob_754,660,669,1588,0.085487179,0.028474785,NA,-0.081181199,-0.154556635,0.423034143,0.617801736,0.698881932,0.221980622,0.94333875,0.530557818,0.203834841,0.727220275,NA,0.396572766,0.759418487,0.632002037,NYC,,,,,,,
1128_1901_blob_801,6.32E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,355,357,1313.489031,NA,"Diethanolamine, 2TMS derivative",869,876,NA,C10H27NO2Si2,249,myrc_ox_L_blob_545,403,403,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_797,0.000259374,0.568976859,0.622183208,0.461621639,0.026442668,0.376493654,0.057279085,0.337984712,0.504239954,0.126551848,0.06417237,-0.04617038,-0.214000272,erythreitol,547,740,1551.086957,1528,"D-(+)-Xylose, tetrakis(trimethylsilyl) ether, ethyloxime (isomer 1)",750,766,NA,C19H47NO5Si4,481,myrc_ox_L_blob_584,538,610,1567,0.456318617,0.183697185,NA,0.311262113,0.214413325,0.680730874,0.573816963,0.71540218,0.542842387,0.688445312,0.5979333,0.591191458,0.938218331,NA,0.692521307,0.867606409,0.714629726,NYC,,,,,,,
1128_1901_blob_794,8.85E-05,0.808879586,0.861558212,0.681021747,0.670935247,0.784391601,-0.075576023,NA,NA,NA,NA,NA,NA,C7 acid,387,483,1732.121212,NA,"4-Chloro-3-nitrobenzyl alcohol, TMS derivative",544,550,NA,C10H14ClNO3Si,259,apin_ox_L_blob_525,873,877,1732,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NYC,,,,,,,
1128_1901_blob_792,2.39E-05,NA,NA,NA,NA,NA,NA,0.634882283,0.399286186,0.456929261,0.820584927,-0.049214153,0.057533138,Me-OH-glutatric acid,458,542,1619.393939,1623,"Inosose, 2-desoxy-, O-methyloxime, tetrakis-O-(trimethylsilyl)-",538,553,NA,C19H45NO5Si4,479,limonox_L_blob_571,633,647,1613,0.99999469,0.594165848,NA,0,0,0.967281048,0.62214999,0.617084365,-0.957745318,0.629144654,0.717075744,1,0,NA,0,0,-0.591252568,A,,,,,,,
1128_1901_blob_790,0.000397394,0.650719532,0.341855413,0.387732659,-0.017786421,0.440796826,-0.187702813,0.330352348,0.415011264,-0.01318613,-0.13255116,-0.059316012,-0.261848172,Me-OH-glutatric acid,475,544,1621.818182,1623,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",637,701,NA,C14H30O2Si2,286,limonox_L_blob_582,688,702,1619,0.159596938,0.034849769,NA,0.120456083,0.235603157,0.512254978,0.410467855,0.539360982,0.303304282,0.672579317,0.437050503,0.239234405,1,NA,-1,0.170990408,0.665473234,NYC,,,,,,,
1128_1901_blob_786,8.02E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,423,466,2563.478261,NA,"2-Mono-isobutyrin, 2TMS derivative",629,779,NA,C13H30O4Si2,306,limonox_S_blob_687,489,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_784,0.000595557,0.41523022,0.245302905,0.497596865,0.218304816,0.544137864,0.050829147,0.034204518,0.455028616,0.395420014,-0.20115641,-0.121911728,-0.088739366,C7 acid,433,491,1569.565217,NA,"2-Hydroxycyclohexane-1-carboxylic acid, bis(trimethylsilyl) deriv.",742,799,NA,C13H28O3Si2,288,myrc_ox_L_blob_682,689,699,1567,-0.091441812,-0.070438376,NA,-0.079559882,-0.01845167,0.399552844,0.447581443,0.405071271,-0.030883987,0.614549047,0.756802872,-0.026950828,-0.020148013,NA,0,0.765321147,0.365489161,NYC,,,,,,,
1128_1901_blob_781,0.000123319,0.284962375,0.506653909,-0.026363838,0.228401483,0.233547015,0.301513768,0.02010967,-0.427976681,-0.010130132,0.896167055,0.864687683,0.857086669,C7 acid,409,472,2593.043478,NA,"2-Palmitoylglycerol, 2TMS derivative",813,820,2558,C25H54O4Si2,474,limonox_S_blob_633,505,613,NA,0.006038953,0.919292348,NA,0.93072434,0.929519258,0.859308919,0.220383002,0.256501852,0.11168839,-0.335115186,0.031880654,-0.026596285,0.248619855,NA,0,0.149382298,-0.089788069,NYC,,,,,,,
1128_1901_blob_779,7.66E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,605,680,2443.478261,NA,"Hexadecanoic acid, 3,7,11,15-tetramethyl-, trimethylsilyl ester",687,720,NA,C23H48O2Si,384,limonox_S_blob_701,562,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_774,1.39E-05,0.486900678,0.83517421,-0.569365252,-0.780242471,-0.463300534,-0.387937802,NA,NA,NA,NA,NA,NA,C7 acid,341,397,2939.393939,NA,"Cholesta-4,6-dien-3-ol, (3ﬂ)-",879,898,NA,C27H44O,384,apin_ox_S_blob_592,324,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_765,0.000159885,0.509739808,0.520752151,0.080372833,0.132577878,0.173637122,0.092003301,-0.121461836,0.33832801,0.509144835,-0.03306234,0.117462043,-0.009839925,C7 acid,488,537,1612.121212,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",661,676,NA,C13H27Cl3O4Si2,408,myrc_ox_L_blob_627,628,710,1628,-0.037527769,0.467824551,NA,0.49816586,0.629948413,0.823250438,0.840980202,0.84247843,0.153041028,0.908947082,0.89439773,0.613812298,-1,NA,0,0.874904472,0.66358098,NYC,,,,,,,
1128_1901_blob_760,1.25E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C7 acid,557,645,1720,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",631,633,NA,C28H50O4Si2,506,limonox_S_blob_645,560,582,1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_756,0.000826053,0.685638025,0.501068365,0.518114863,0.392237797,0.563169091,0.017299788,0.510396883,0.231285046,-0.000468916,0.740223514,0.000412248,0.197475115,farnesol,307,611,1798.787879,1832,"9,12,15-Octadecatrienoic acid, 2,3-dihydroxypropyl ester, (Z,Z,Z)-",730,737,NA,C21H36O4,352,bcp_ox_L_blob_8,833,846,1799,0.926019588,0.468393006,NA,-0.043629928,-0.385343857,0.408733884,0.628021127,0.676240484,0.695234281,0.419779499,0.472367231,0.733915403,0,NA,0,0.726308164,0.154239626,NYC,,,,,,,
1128_1901_blob_753,9.18E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monostearin TMS,654,708,2794.392523,2788,"2-Oleoylglycerol, 2TMS derivative",729,772,2744,C27H56O4Si2,500,limonox_S_blob_633,483,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYC,,,,,,,
1128_1901_blob_752,0.000439089,0.435503202,0.424106896,0.421805972,0.03203994,0.35977167,-0.206810747,0.395952341,0.454551396,0.202415314,0.00981582,0.033012645,-0.105759251,erythreitol,550,566,1529.347826,1528,"Tartaric acid (2R,3R)-, 3TMS derivative",725,737,NA,C13H30O6Si3,366,myrc_ox_L_blob_592,588,662,1528,0.290790799,0.19307452,NA,0.132387623,0.102448915,0.564550194,0.632182294,0.766383204,0.478139509,0.779227392,0.586222814,0.405068235,0.43195813,NA,0.645434106,0.736130069,0.736697604,NYC,,,,,,,
