"","Compound.Name","assigned_cluster_1","anthro_influenced_1","influence_type_1","notes_1","assigned_cluster_2","anthro_influenced_2","influence_type_2","notes_2","ES_Comp_Name","Tracer_key","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","cumsum_ISrawnorm","vol_frac_1","vol_frac_2"
"1381","1128_1901_blob_1458",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",640,"apin_ox_S_blob_592",429,4.19682308982182e-07,0.0466785412509809,NA
"1382","1128_1901_blob_1456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9-Oximino-3,6-dichloro-2,7-bis-(2-piperidinoethoxy)fluorene",510,"apin_ox_S_blob_751",348,NA,NA,NA
"1383","1128_1901_blob_1455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxirane, 2,2-dimethyl-3-(3,7,12,16,20-pentamethyl-3,7,11,15,19-heneicosapentaenyl)-, (all-E)-",742,"apin_ox_S_blob_751",348,NA,NA,NA
"1384","1128_1901_blob_1451",12,TRUE,"UP",NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",609,"limonox_S_blob_665",632,0.000744246153196301,0.0649182550729844,0.117693231121791
"1385","1128_1901_blob_1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pyrrol-2(5H)-one, 4-benzoyl-3-hydroxy-5-(4-hydroxy-3-methoxyphenyl)-1-(2-methoxyethyl)-",587,"bcp_ox_L_blob_988",498,NA,NA,NA
"1386","1128_1901_blob_1431",5,FALSE,NA,"IEPOX and LOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"5-(2-Hydroxy-1-methylethyl)-2-methylcyclohexanone, TBDMS derivative",590,"limonox_S_blob_727",776,0.000224554774197663,0.020926692898477,0.117693231121791
"1387","1128_1901_blob_1420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-Methoxy-2,2,6-trimethyl-1-(3-methyl-buta-1,3-dienyl)-7-oxa-bicyclo[4.1.0]heptane",620,"limonox_S_blob_687",361,NA,NA,NA
"1388","1128_1901_blob_1418",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",4,TRUE,"BB","very strong BB corr- the strongest factor",NA,NA,"5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",675,"myrc_ox_L_blob_627",586,0.000861735585302219,0.0466785412509809,0.525616925600794
"1389","1128_1901_blob_1396",4,FALSE,NA,"some HC influence but not clear",6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX",NA,NA,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",708,"bcp_ox_L_blob_679",570,6.37483844325877e-05,0.0339718247071164,0.0254276438988571
"1390","1128_1901_blob_1395",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"5,8-Dimethoxy-2,3,10,10a-tetrahydro-1H,4aH-phenanthrene-4,9-dione",647,"limonox_S_blob_702",0,1.2607452569092e-06,0.0466785412509809,NA
"1391","1128_1901_blob_1390",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"Hex-2-enal, 5-(t-butylsilyloxy)-",608,"limonox_S_blob_712",712,0.00014469389547145,0.172096192979959,0.117693231121791
"1392","1128_1901_blob_1389",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"N,N'-o-Phenylenebis(5,5,5-trifluoro-4-oxopentan-2-iminato)nickel(II)",611,"bcp_ox_L_blob_988",483,6.00808223617923e-07,0.0466785412509809,NA
"1393","1128_1901_blob_1386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diethanolamine, 2TMS derivative",816,"apin_ox_S_blob_629",387,NA,NA,NA
"1394","1128_1901_blob_1385",5,FALSE,NA,"IEPOX and LOOOA",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"5,5-Dimethyl-2-trimethylsilyl-1,2,3,4,4a,5,6,7-octahydronaphthalen-2-ol",540,"limonox_S_blob_905",536,3.12747455185835e-05,0.020926692898477,0.0424769087931355
"1395","1128_1901_blob_1380",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",643,"myrc_ox_L_blob_745",573,1.09704046248246e-05,0.0466785412509809,NA
"1396","1128_1901_blob_1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",626,"limonox_L_blob_543",452,NA,NA,NA
"1397","1128_1901_blob_1376",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",641,"limonox_S_blob_633",475,3.25458470084903e-06,0.0466785412509809,NA
"1398","1128_1901_blob_1374",11,TRUE,"UP","Phthalic acid here; also some bb influence",NA,NA,NA,NA,NA,NA,"Ursodeoxycholic acid",684,"limonox_S_blob_687",382,3.9906834699363e-05,0.172096192979959,NA
"1399","1128_1901_blob_1370",9,FALSE,NA,"some amd HC and BB but none strong",NA,NA,NA,NA,NA,NA,"2,7-Octanedione, 4,4-dimethyl-3-[2-(1-hydroxy-1-methylethyl)-3-methyl-3-butenylidene)-",618,"bcp_ox_L_blob_69",556,7.66121233923225e-06,0.348714464682746,NA
"1400","1128_1901_blob_1367",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"2H-Pyran-2-one, tetrahydro-6-tridecyl-",718,"bcp_ox_L_blob_988",520,7.96388431272835e-06,0.0339718247071164,NA
"1401","1128_1901_blob_1365",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"Bicyclo[2.2.1]heptane-1-carboxylic acid, 7-[(trimethylsilyl)oxy]-, methyl ester",606,"apin_ox_S_blob_557",361,1.93430325645686e-05,0.0339718247071164,NA
"1402","1128_1901_blob_1363",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,"myrc_ox_L_blob_670",551,2.41434856067031e-06,0.0466785412509809,NA
"1403","1128_1901_blob_1355",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",644,"limonox_S_blob_905",446,8.42202680107909e-06,0.0339718247071164,NA
"1404","1128_1901_blob_1349",6,TRUE,"BB",NA,NA,NA,NA,NA,NA,NA,"cis-10-Nonadecenoic acid",682,"apin_ox_S_blob_595",416,5.85021818071423e-06,0.0231549757315948,NA
"1405","1128_1901_blob_1348",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"Hexadecanoic acid, 1-(hydroxymethyl)-1,2-ethanediyl ester",666,"apin_ox_S_blob_595",411,1.94366710919731e-07,0.0339718247071164,NA
"1406","1128_1901_blob_1346",11,TRUE,"UP","Phthalic acid here; also some bb influence",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",645,"apin_ox_L_blob_529",625,9.50511250388165e-05,0.172096192979959,0.117693231121791
"1407","1128_1901_blob_1336",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"2-Buten-1-ol, TMS derivative",652,"myrc_ox_L_blob_593",574,9.8075891223063e-05,0.172096192979959,0.230717631063636
"1408","1128_1901_blob_1333",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"7-Trimethylsilyloxy-7-methyloctanoic acid, trimethylsilyl ester",636,"myrc_ox_L_blob_742",650,2.22693640790474e-05,0.043048536918008,NA
"1409","1128_1901_blob_1332",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"t-Butyldimethyl-(12-methyleicosyloxy)silane",732,"limonox_S_blob_701",392,4.73295096325513e-07,0.0466785412509809,NA
"1410","1128_1901_blob_1331",7,FALSE,NA,"total myserty",NA,NA,NA,NA,NA,NA,"Hydroquinone bis(2-hydroxyethyl)ether",590,"limonox_L_blob_624",470,6.6148630067594e-05,0.057495434307447,NA
"1411","1128_1901_blob_1322",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"2-Ethylacetoacetate, O,O'-bis(trimethylsilyl)-",634,"apin_ox_S_blob_608",594,0.000225545947357835,0.172096192979959,0.230717631063636
"1412","1128_1901_blob_1316",9,FALSE,NA,"some amd HC and BB but none strong",NA,NA,NA,NA,NA,NA,"4,6-Dioxa-3,7-disilanonane, 2,2,3,3,7,7,8,8-octamethyl-5-[2-methyl-2-(4-methyl-3-pentenyl)cyclopropyl]-, trans-",621,"limonox_S_blob_757",575,3.04174520845126e-05,0.348714464682746,NA
"1413","1128_1901_blob_1312",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"2-Mono-isobutyrin, 2TMS derivative",682,"limonox_S_blob_633",478,5.24178053774611e-07,0.0466785412509809,NA
"1414","1128_1901_blob_1309",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"1-Hexadecanol, 2-methyl-",607,"apin_ox_S_blob_677",537,6.49554144295146e-06,0.0339718247071164,NA
"1415","1128_1901_blob_1306",7,FALSE,NA,"total myserty",NA,NA,NA,NA,NA,NA,"i-Propyl 6,9,12-hexadecatrienoate",692,"bcp_ox_L_blob_989",599,2.79747061726334e-05,0.057495434307447,NA
"1416","1128_1901_blob_1305",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",625,"limonox_L_blob_611",579,7.32223904497057e-07,0.0466785412509809,NA
"1417","1128_1901_blob_1301",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"Linoelaidic acid, trimethylsilyl ester",714,"apin_ox_S_blob_751",509,1.42248735898654e-06,0.0466785412509809,NA
"1418","1128_1901_blob_1298",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"10-Heptadecenoic acid, (Z)-, TMS derivative",694,"bcp_ox_L_blob_18",514,1.17851701092951e-05,0.0339718247071164,NA
"1419","1128_1901_blob_1295",7,FALSE,NA,"total myserty",NA,NA,NA,NA,NA,NA,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",613,"limonox_S_blob_923",560,5.10992992226828e-07,0.057495434307447,NA
"1420","1128_1901_blob_1294",13,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",667,"limonox_S_blob_687",467,6.51252318275097e-06,0.0242284099717432,NA
"1421","1128_1901_blob_1292",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",651,"limonox_S_blob_633",460,5.9168739352111e-07,0.0466785412509809,NA
"1422","1128_1901_blob_1285",NA,NA,NA,NA,8,FALSE,NA,"very strong IEPOX connections","C32",NA,"Eicosane, 7-hexyl-",749,"limonox_S_blob_701",314,0.000300987919317833,NA,0.0102040903714525
"1423","1128_1901_blob_1284",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"N,N'-o-Phenylenebis(5,5,5-trifluoro-4-oxopentan-2-iminato)nickel(II)",583,"limonox_S_blob_687",407,1.48241831930706e-06,0.0466785412509809,NA
"1424","1128_1901_blob_1280",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"3-Dimethyl(trimethylsilylmethyl)silyloxypentadecane",671,"apin_ox_S_blob_592",485,2.75091264119943e-07,0.0466785412509809,NA
"1425","1128_1901_blob_1279",12,TRUE,"UP",NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,"limonox_S_blob_687",440,3.84072390679631e-05,0.0649182550729844,0.117693231121791
"1426","1128_1901_blob_1276",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"1-Phenyl-3-buten-1-ol, TMS derivative",680,"apin_ox_S_blob_608",417,2.32788067328254e-06,0.0466785412509809,NA
"1427","1128_1901_blob_1274",13,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",673,"limonox_S_blob_720",634,4.70567812522183e-05,0.0242284099717432,NA
"1428","1128_1901_blob_1269",6,TRUE,"BB",NA,5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",700,"limonox_S_blob_1039",570,4.86387020752208e-05,0.0231549757315948,0.0424769087931355
"1429","1128_1901_blob_1267",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"13-Retinoic acid, (Z)-, TMS derivative",624,"limonox_S_blob_701",464,1.39995997933826e-06,0.0466785412509809,NA
"1430","1128_1901_blob_1266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ethanol, 2-(octadecyloxy)-",581,"apin_ox_S_blob_751",323,NA,NA,NA
"1431","1128_1901_blob_1265",13,TRUE,"UP",NA,7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"3-(5-Oxooxolan-2-yl)propanoic acid, TMS derivative",791,"myrc_ox_L_blob_729",622,0.000143305028320598,0.0242284099717432,0.117693231121791
"1432","1128_1901_blob_1253",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",594,"limonox_S_blob_923",584,2.90278404486455e-06,0.0466785412509809,NA
"1433","1128_1901_blob_1252",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"11-Eicosenoic acid, (E)-,TMS derivative",664,"limonox_S_blob_687",519,5.0821560620857e-07,0.0466785412509809,NA
"1434","1128_1901_blob_1248",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",1,FALSE,NA,"some anthro influence and IEPOX but none strong",NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",591,"myrc_ox_L_blob_606",582,9.26010752649277e-05,0.043048536918008,0.0205401784224247
"1435","1128_1901_blob_1240",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",609,"limonox_S_blob_687",466,5.45108851322273e-07,0.0466785412509809,NA
"1436","1128_1901_blob_1237",4,FALSE,NA,"some HC influence but not clear",NA,NA,NA,NA,NA,NA,"2(3H)-Furanone, dihydro-5-tetradecyl-",779,"apin_ox_S_blob_751",357,1.93538459793475e-05,0.0339718247071164,NA
"1437","1128_1901_blob_1236",6,TRUE,"BB",NA,NA,NA,NA,NA,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",654,"apin_ox_S_blob_751",496,8.08743698104907e-06,0.0231549757315948,NA
"1438","1128_1901_blob_1234",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"Cobalt, (n5-2,4-cyclopentadien-1-yl)[n4-4,5-diethyl-1,2,2-trimethyl-3-(1-methylethenyl)-1-aza-2-sila-5-boracyclopent-3-ene]",594,"limonox_S_blob_716",409,1.514957775117e-06,0.0466785412509809,NA
"1439","1128_1901_blob_1233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cholestan-3-ol, 2-methylene-, (3ﬂ,5a)-",732,"bcp_ox_L_blob_649",0,NA,NA,NA
"1440","1128_1901_blob_1228",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"Isoxazolo[2,3-b]benz[1,2]oxazine, perhydro-2-methoxycarbonyl-10-methyl-5a-trimethylsilyloxy-",638,"limonox_S_blob_720",609,8.00433886107101e-06,0.0633705834493537,0.0424769087931355
"1441","1128_1901_blob_1226",7,FALSE,NA,"total myserty",NA,NA,NA,NA,NA,NA,"Octocrylene",809,"limonox_S_blob_687",255,3.52482911138802e-06,0.057495434307447,NA
"1442","1128_1901_blob_1224",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",9,FALSE,NA,"decent MOOOA correlation",NA,NA,"2,5-Cyclohexadien-1-one, 3,5-dihydroxy-4,4-dimethyl-2-(1-oxopentyl)-",631,"limonox_L_blob_611",538,9.53512754330563e-06,0.0466785412509809,0.017819936581507
"1443","1128_1901_blob_1220",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",634,"limonox_S_blob_687",465,4.34890534218782e-07,0.0466785412509809,NA
"1444","1128_1901_blob_1219",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",592,"limonox_S_blob_687",445,8.57115266255567e-07,0.0466785412509809,NA
"1445","1128_1901_blob_1218",4,FALSE,NA,"some HC influence but not clear",10,TRUE,"BB","only correlations are ams HC and BB tracer",NA,NA,"Beclomethasone",613,"limonox_S_blob_905",527,3.41264698233933e-05,0.0339718247071164,0.00618291618211408
"1446","1128_1901_blob_1215",12,TRUE,"UP",NA,NA,NA,NA,NA,NA,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",621,"apin_ox_S_blob_704",738,2.92814998761268e-05,0.0649182550729844,NA
"1447","1128_1901_blob_1206",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"2-Octyldecanol, TMS derivative",752,"apin_ox_S_blob_751",405,4.27925889237742e-07,0.0466785412509809,NA
"1448","1128_1901_blob_1203",7,FALSE,NA,"total myserty",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"Tripropylene glycol monomethyl ether, TMS derivative",821,"apin_ox_S_blob_645",543,4.57291096002266e-05,0.057495434307447,0.117693231121791
"1449","1128_1901_blob_1202",6,TRUE,"BB",NA,6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX",NA,NA,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",686,"bcp_ox_L_blob_668",595,6.40886184640028e-05,0.0231549757315948,0.0254276438988571
"1450","1128_1901_blob_1191",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",615,"limonox_L_blob_637",708,0.000642780004062471,0.0633705834493537,0.117693231121791
"1451","1128_1901_blob_1189",7,FALSE,NA,"total myserty",6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX",NA,NA,"Hexanedioic acid, bis(2-ethylhexyl) ester",749,"limonox_S_blob_687",374,1.17441003783029e-05,0.057495434307447,0.0254276438988571
"1452","1128_1901_blob_1184",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"(Z,Z)-3-Methyl-3H-cyclonona(def)biphenylene",675,"limonox_S_blob_633",468,7.55488975547291e-05,0.043048536918008,0.117693231121791
"1453","1128_1901_blob_1180",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"1,3-Butadiene, 1,1,2-trichloro-3-nitro-4,4-di(1-piperidyl)-",564,"limonox_L_blob_554",507,9.48946570518881e-07,0.0466785412509809,NA
"1454","1128_1901_blob_1176",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",NA,NA,NA,NA,NA,NA,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",639,"bcp_ox_L_blob_678",570,1.97479030179591e-05,0.043048536918008,NA
"1455","1128_1901_blob_1174",11,TRUE,"UP","Phthalic acid here; also some bb influence",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"3,7,11,15,18-Pentaoxa-2,19-disilaeicosane, 2,2,19,19-tetramethyl-",643,"myrc_ox_L_blob_660",617,0.000139571545291653,0.172096192979959,0.230717631063636
"1456","1128_1901_blob_1169",4,FALSE,NA,"some HC influence but not clear",6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX",NA,NA,"Bayer 28,589",750,"bcp_ox_L_blob_890",501,0.0010725838572403,0.0339718247071164,0.0254276438988571
"1457","1128_1901_blob_1165",3,FALSE,NA,"strong LOOOA, also some MOOOA and IEPOX",1,FALSE,NA,"some anthro influence and IEPOX but none strong",NA,NA,"1-Chloromethyl-1-isopropoxy-1-silacyclohexane",624,"myrc_ox_L_blob_812",525,9.03561523374861e-06,0.043048536918008,0.0205401784224247
"1458","1128_1901_blob_1161",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",621,"limonox_S_blob_687",429,0.000248038151465898,0.0633705834493537,0.117693231121791
"1459","1128_1901_blob_1160",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"Linoelaidic acid, trimethylsilyl ester",744,"apin_ox_S_blob_595",465,1.34443606460666e-06,0.0466785412509809,NA
"1460","1128_1901_blob_1159",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"Palmitelaidic acid, TMS derivative",719,"apin_ox_S_blob_751",511,5.29952805758732e-07,0.0466785412509809,NA
"1461","1128_1901_blob_1158",8,FALSE,NA,"very strong IEPOX, also some LOOOA and MOOOA",7,FALSE,NA,"Strong IEPOX and LOOOA connections",NA,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",681,"limonox_S_blob_593",648,0.000175926580904581,0.0633705834493537,0.117693231121791
"1462","1128_1901_blob_1156",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"D-(-)-Erythrose, tris(trimethylsilyl) ether, ethyloxime (isomer 1)",636,"apin_ox_S_blob_608",685,0.000871239697395981,0.0649182550729844,0.230717631063636
"1463","1128_1901_blob_1155",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"Heptanoylglycine tms",678,"myrc_ox_L_blob_630",538,4.1382804763576e-06,0.0466785412509809,NA
"1464","1128_1901_blob_1153",12,TRUE,"UP",NA,3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"5-Trimethylsilyloxy-n-valeric acid, trimethylsilyl ester",671,"limonox_S_blob_730",625,0.00019896439323194,0.0649182550729844,0.230717631063636
"1465","1128_1901_blob_1147",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",3,TRUE,"UP","strogn urban plume corr and strong IEPOX",NA,NA,"3 Hydroxy-2,3-didehydrosebacic acid, tris(trimethylsilyl) derivative",604,"myrc_ox_L_blob_657",554,0.000693605437850875,0.0466785412509809,0.230717631063636
"1466","1128_1901_blob_1146",6,TRUE,"BB",NA,6,FALSE,NA,"no strong corr with anything, a tiny bit with IEPOX",NA,NA,"2-Hexyldecanol, TMS derivative",767,"limonox_S_blob_708",417,2.4155483414349e-06,0.0231549757315948,0.0254276438988571
"1467","1128_1901_blob_1144",1,FALSE,NA,"some correlation with anthro, but not strong enough realtive to tother things",NA,NA,NA,NA,NA,NA,"trans-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",568,"apin_ox_L_blob_587",543,5.47284634805773e-06,0.0466785412509809,NA
"1468","1128_1901_blob_1140",4,FALSE,NA,"some HC influence but not clear",5,FALSE,NA,"only correlation is with MOBBOA but its really not strong",NA,NA,"1H-2,8a-Methanocyclopenta[a]cyclopropa[e]cyclodecen-11-one, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a,6-trihydroxy-1,4-bis(hydroxymethyl)-1,7,9-trimethyl-, [1S-(1a,1aa,2a,5ﬂ,5aﬂ,6ﬂ,8aa,9a,10aa)]-",664,"bcp_ox_L_blob_649",642,4.97936102088131e-05,0.0339718247071164,0.0424769087931355
